ks n network avg_time(s) avg_comm(MB)
65536 2 wan 4.155945000000 10.000000000000
16384 2 wan 1.172910000000 2.500010000000
393216 2 wan 24.047250000000 60.000000000000
196608 2 wan 12.211700000000 30.000000000000
98304 2 wan 6.022550000000 15.000000000000
524288 2 wan 31.652700000000 80.000000000000
262144 2 wan 16.293150000000 40.000000000000
131072 2 wan 8.039070000000 20.000000000000
